Motif,Motif Start Position Relative to ATG,stop,strand,FIMO Score,TF AgID from Y1H Interaction,Y1H Validated,Size
M1579,1550,1571,+,2.87755,,black,1
M1579,1717,1738,-,10.5408,,black,1
M1579,2619,2640,-,1.34694,,black,1
M1579,2888,2909,-,0.489796,,black,1
M1580,1724,1731,-,12.4286,,black,1
M1580,2687,2694,-,3.0102,,black,1
M1581,1725,1734,-,13.051,,black,1
M1581,1718,1739,-,7.43878,,black,1
M1581,489,511,+,2.7551,,black,1
M1581,1718,1740,+,7.90816,,black,1
M1581,2709,2731,+,3.56122,,black,1
M1581,489,511,-,1.92661,,black,1
M1581,1718,1740,-,3.20183,,black,1
M1581,2709,2731,-,3.11009,,black,1
M1581,98,119,-,2.72477,,black,1
M1581,1719,1740,-,5.72477,,black,1
M1581,2890,2911,-,2.85321,,black,1
M1582,1724,1732,-,11.4444,,black,1
M1582,240,262,+,3.47706,,black,1
M1582,1550,1572,-,3.65138,,black,1
M1582,1716,1738,+,10,,black,1
M1582,1250,1272,-,5.22936,,black,1
M1582,1716,1738,-,13.4404,,black,1
M1582,2473,2495,-,5.55963,,black,1
M1582,489,510,-,0.693878,,black,1
M1582,630,651,+,0.826531,,black,1
M1582,873,894,-,0.0204082,,black,1
M1582,1102,1123,-,5.23469,,black,1
M1582,1718,1739,-,2.7449,,black,1
M1582,1746,1767,-,1.43878,,black,1
M1582,2709,2730,-,4.77551,,black,1
M1582,2889,2910,-,0.836735,,black,1
M1582,1100,1122,+,6.34694,,black,1
M1582,1716,1738,+,2.14286,,black,1
M1582,2707,2729,+,4.02041,,black,1
M1582,2887,2909,+,-1.14286,,black,1
M1583,1723,1732,-,9.80808,,black,1
M1583,240,262,+,3.93578,,black,1
M1583,1550,1572,-,4.33028,,black,1
M1583,1716,1738,+,13.2661,,black,1
M1583,927,948,-,4.44954,,black,1
M1583,1449,1470,-,4.47706,,black,1
M1583,1718,1739,-,11.6147,,black,1
M1583,489,511,-,1.57143,,black,1
M1583,1311,1333,-,2.54082,,black,1
M1583,1548,1570,+,2.94898,,black,1
M1583,2681,2703,-,2.18367,,black,1
M1583,42,63,+,3.03061,,black,1
M1583,97,118,-,5.4898,,black,1
M1583,630,651,+,3.54082,,black,1
M1583,1102,1123,-,2.76531,,black,1
M1583,1427,1448,+,4.89796,,black,1
M1583,1718,1739,-,3.08163,,black,1
M1584,1724,1732,-,9.34821,,black,1
M1584,97,118,-,4.64286,,black,1
M1584,1718,1739,-,14.1837,,black,1
M1584,98,119,-,5.37615,,black,1
M1584,1719,1740,-,13.2385,,black,1
M1584,2890,2911,-,3.87156,,black,1
M1584,551,572,-,3.05505,,black,1
M1584,1718,1739,+,16.3028,,black,1
M1584,2948,2969,+,2.77982,,black,1
M1584,1716,1738,+,16.7706,,black,1
M1585,1724,1731,-,12.2245,,black,1
M1588,1724,1732,-,10.297,,black,1
M1833,93,104,+,9.32353,,black,1
M1833,489,500,+,7.56863,,black,1
M1833,490,501,+,11.0588,,black,1
M1833,1195,1206,+,7.71569,,black,1
M1833,1372,1383,+,11.2353,,black,1
M1833,2263,2274,+,9.83333,,black,1
M1833,2265,2276,+,7.91176,,black,1
M1833,2319,2330,-,7.73529,,black,1
M1833,2495,2506,+,8.92157,,black,1
M1833,2610,2621,+,7.60784,,black,1
M1833,2641,2652,-,7.60784,,black,1
M1833,2855,2866,+,10.3333,,black,1
M1833,2862,2873,+,9.59804,,black,1
M1833,2864,2875,+,9.42157,,black,1
M2266,540,558,-,-5.81633,,black,1
M2358,1082,1099,+,3.11224,,black,1
M2359,1083,1099,-,-2.36735,,black,1
M2359,2009,2025,-,-1.58163,,black,1
M2359,2146,2162,+,-2.9898,,black,1
